,Created at,User ID,Text
10,2022-06-21 13:21:55+00:00,1539237176961118208,"@elonmusk The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
11,2022-06-21 13:21:41+00:00,1539237117880066050,"@elonmusk Electric Cars must have a default Software to open all doors and windows, shut off all power,  when power goes off in crash."
12,2022-06-21 13:19:43+00:00,1539236623212322816,"@elonmusk The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
13,2022-06-21 13:19:21+00:00,1539236532166459392,"@IngrahamAngle The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
14,2022-06-21 13:19:13+00:00,1539236496300990464,"@IngrahamAngle The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
15,2022-06-21 13:18:56+00:00,1539236429129306114,"@IngrahamAngle The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
16,2022-06-21 13:18:44+00:00,1539236375421235201,"@IngrahamAngle The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
17,2022-06-21 13:18:35+00:00,1539236337848619008,"@newtgingrich @IngrahamAngle The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
18,2022-06-21 13:18:22+00:00,1539236282785796101,"@RaymondArroyo @IngrahamAngle @FoxNews The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
19,2022-06-21 13:18:09+00:00,1539236231611031556,"@IngrahamAngle The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
20,2022-06-21 13:17:59+00:00,1539236189517107200,"@jk_rowling @IngrahamAngle @VictoriaPeckham The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
21,2022-06-21 13:17:50+00:00,1539236150778507268,"@IngrahamAngle The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
22,2022-06-21 13:17:42+00:00,1539236116657848320,"@IngrahamAngle The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
23,2022-06-21 13:17:26+00:00,1539236050173931520,"@x4eileen @mary122514 @321jz @goldisez @SpartacusMyBro @patriotsongs1 @thetoyman1 @Queeny1946 @43parker21 @BFes56 @TeePal2 @5dme81 @Erickson4IL @starkrob21 @Lee351T @45Sharon13 @SafeVets @PhillyFan1221 @JustaGina @Bellamari8mazz @InjunJoe2726 @bennyboomerr @twk4usa The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
24,2022-06-21 13:17:14+00:00,1539235998986645511,"@jess_sosnoski @mary122514 The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
25,2022-06-21 13:17:05+00:00,1539235962487771138,"@blavigne8 @mary122514 The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
26,2022-06-21 13:16:43+00:00,1539235867180642306,"@LGSeeds The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
27,2022-06-21 13:16:30+00:00,1539235815058034691,"@JimsBT510 @mary122514 The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
28,2022-06-21 13:16:17+00:00,1539235760217411586,"@emma6USA @mary122514 @genuke1 @47angb @cottika @USCJ65 @1Nicdar @1_ML8m @aingelgrl @EMastrro @LindaNTx @RW2RED @PatriotSrc @FreeStateFl @TRCreamer @baddaddee @ToscaAusten @rrnicholas22 @GlockfordFiles @cali_beachangel @Zeppy32815542 @Ultra_USMaga_FL The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
29,2022-06-21 13:15:53+00:00,1539235659851915265,"@GregAbbott_TX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
30,2022-06-21 13:15:35+00:00,1539235582358036481,"@GregAbbott_TX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
31,2022-06-21 13:15:21+00:00,1539235525248311297,"@GregAbbott_TX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
32,2022-06-21 13:15:11+00:00,1539235482420269056,"@GregAbbott_TX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
33,2022-06-21 13:15:01+00:00,1539235442339590144,"@GregAbbott_TX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
34,2022-06-21 13:14:52+00:00,1539235404427186176,"@GregAbbott_TX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
35,2022-06-21 13:14:38+00:00,1539235343932735488,"@GregAbbott_TX @TCUMedSchool The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
36,2022-06-21 13:14:29+00:00,1539235305747890176,"@GregAbbott_TX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
37,2022-06-21 13:14:19+00:00,1539235263871852545,"@GregAbbott_TX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
38,2022-06-21 13:13:56+00:00,1539235167037972480,"@GregAbbott_TX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
39,2022-06-21 13:13:39+00:00,1539235096791859211,"@GovAbbott The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
40,2022-06-21 13:13:26+00:00,1539235041611587585,"@GovAbbott The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
41,2022-06-21 13:13:17+00:00,1539235004131295234,"@GovAbbott @Texas4Women @TexasEconDev The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
42,2022-06-21 13:13:07+00:00,1539234965044461568,"@GovAbbott The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
43,2022-06-21 13:12:47+00:00,1539234877584953354,"@DanPatrick @WinsomeSears @TexasGOP The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
44,2022-06-21 13:12:37+00:00,1539234838515011585,"@DanPatrick @TexasGOP The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
45,2022-06-21 13:12:26+00:00,1539234791912099843,"@DanPatrick The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
46,2022-06-21 13:12:18+00:00,1539234758131163141,"@DanPatrick @TFRW @SenJaneNelson The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
47,2022-06-21 13:12:10+00:00,1539234722823426054,"@LtGovTX @DanPatrick The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
48,2022-06-21 13:11:49+00:00,1539234634155937793,"@TXAG The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
49,2022-06-21 13:11:36+00:00,1539234582310141959,"@TXAG The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
50,2022-06-21 13:11:27+00:00,1539234542174752770,"@TXAG The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
51,2022-06-21 13:11:17+00:00,1539234503587143683,"@TXAG The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
52,2022-06-21 13:11:09+00:00,1539234467100893185,"@TXAG The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
53,2022-06-21 13:10:53+00:00,1539234399694225410,"@LtGovTX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
54,2022-06-21 13:10:44+00:00,1539234363132596225,"@LtGovTX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
55,2022-06-21 13:10:34+00:00,1539234321113948163,"@LtGovTX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
56,2022-06-21 13:10:24+00:00,1539234281431654400,"@PBS The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
57,2022-06-21 13:09:42+00:00,1539234103786184704,"@FoxNews The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
58,2022-06-21 13:09:14+00:00,1539233987775893505,"@FoxNews The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
59,2022-06-21 13:09:07+00:00,1539233955563675648,"@FoxNews The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
60,2022-06-21 13:08:51+00:00,1539233890178633728,"@GovRonDeSantis @RonDeSantisFL The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
61,2022-06-21 13:08:40+00:00,1539233842279632897,"@CaseyDeSantis @RonDeSantisFL The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
62,2022-06-21 13:08:32+00:00,1539233808528048129,"@RonDeSantisFL The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
63,2022-06-21 13:08:09+00:00,1539233714479194112,"@newsmax The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
64,2022-06-21 13:07:54+00:00,1539233650398601219,"@newsmax The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
65,2022-06-21 13:07:44+00:00,1539233606442311682,"@newsmax The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
66,2022-06-21 13:07:35+00:00,1539233571810037762,"@newsmax The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
67,2022-06-21 13:07:16+00:00,1539233490495066115,"@GovRonDeSantis The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
68,2022-06-21 13:07:04+00:00,1539233441987842053,"@GovRonDeSantis The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
69,2022-06-21 13:06:55+00:00,1539233401491836928,"@CaseyDeSantis @GovRonDeSantis The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
70,2022-06-21 13:06:45+00:00,1539233361570549762,"@GovRonDeSantis @USArmy The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
71,2022-06-21 13:06:37+00:00,1539233326627684354,"@GovRonDeSantis The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
72,2022-06-21 13:06:18+00:00,1539233248982839296,"@OANN The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
73,2022-06-21 13:06:03+00:00,1539233183090331655,"@OANN The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
74,2022-06-21 13:05:53+00:00,1539233141356998657,"@OANN The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
75,2022-06-21 13:05:38+00:00,1539233081458151424,"@OANN @tippingpointoan The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
76,2022-06-21 13:05:29+00:00,1539233043818364930,"@OANN @tippingpointoan The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
77,2022-06-21 13:05:19+00:00,1539233001921445895,"@OANN The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
78,2022-06-21 13:05:08+00:00,1539232956052537346,"@OANN The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
79,2022-06-21 13:04:53+00:00,1539232890118098948,"@RogerMarshallMD @JohnCornyn The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
80,2022-06-21 13:04:39+00:00,1539232831121108992,"@teslaownersSV @JohnCornyn @elonmusk @SpaceX The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
81,2022-06-21 13:04:23+00:00,1539232766067453953,"@JohnCornyn @IERenergy The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
82,2022-06-21 13:04:14+00:00,1539232728855478274,"@JohnCornyn The Dems January 6th Committee/Red Flag Laws are out to destroy Trump &amp; make America into a proxy Communist nation controlled by Russia/China by social media (like China TikTok) supported by lying Senate RINOs McConnell (KY), Cornyn (TX), Cassidy (LA),  Inhofe (LA) &amp;  Graham (SC)"
