post_id,text,post_text,shared_text,original_text,time,timestamp,image,image_lowquality,images,images_description,images_lowquality,images_lowquality_description,video,video_duration_seconds,video_height,video_id,video_quality,video_size_MB,video_thumbnail,video_watches,video_width,likes,comments,shares,post_url,link,links,user_id,username,user_url,is_live,factcheck,shared_post_id,shared_time,shared_user_id,shared_username,shared_post_url,available,comments_full,reactors,w3_fb_url,reactions,reaction_count,with,page_id,sharers,image_id,image_ids,was_live
5101348413251835,Truth,Truth,,,2022-05-31 13:15:00,,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/285072215_5101346973251979_3370796087134927826_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=100&ccb=1-7&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=nGKrUTQgtSYAX9uCre6&_nc_ht=scontent-sea1-1.xx&oh=00_AT8bB6K6i2dTdb1GNpw8ukXus4Fg2GFbCyezZDMZyuPsBA&oe=62B2E96B&manual_redirect=1,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/285072215_5101346973251979_3370796087134927826_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=100&ccb=1-7&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=nGKrUTQgtSYAX9uCre6&_nc_ht=scontent-sea1-1.xx&oh=00_AT8bB6K6i2dTdb1GNpw8ukXus4Fg2GFbCyezZDMZyuPsBA&oe=62B2E96B,['https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/285072215_5101346973251979_3370796087134927826_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=100&ccb=1-7&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=nGKrUTQgtSYAX9uCre6&_nc_ht=scontent-sea1-1.xx&oh=00_AT8bB6K6i2dTdb1GNpw8ukXus4Fg2GFbCyezZDMZyuPsBA&oe=62B2E96B&manual_redirect=1'],['May be an image of nature and sky'],['https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/285072215_5101346973251979_3370796087134927826_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=100&ccb=1-7&_nc_sid=8024bb&efg=eyJpIjoidCJ9&_nc_ohc=nGKrUTQgtSYAX9uCre6&_nc_ht=scontent-sea1-1.xx&oh=00_AT8bB6K6i2dTdb1GNpw8ukXus4Fg2GFbCyezZDMZyuPsBA&oe=62B2E96B'],['May be an image of nature and sky'],,,,,,,,,,104,5,0,https://facebook.com/john.cowan.79219/posts/5101348413251835,,[],100001301817040,John Cowan,https://facebook.com/john.cowan.79219?lst=100006565235294%3A100001301817040%3A1655626575&refid=17&_ft_=qid.-6130044574247247041%3Amf_story_key.5101348413251835%3Aog_action_id.332262252231475%3Atop_level_post_id.5101348413251835%3Atl_objid.5101348413251835%3Acontent_owner_id_new.100001301817040%3Athrowback_story_fbid.5101348413251835%3Aphoto_id.5101346979918645%3Astory_location.4%3Astory_attachment_style.photo%3Asty.22%3Aent_attachement_type.MediaAttachment%3Apos.1%3Aprofile_id.100001301817040%3Aprofile_relationship_type.6%3Aactrs.100001301817040%3Athid.100001301817040%3A306061129499414%3A2%3A0%3A1656658799%3A8131962784514898188%3A%3A%3Aftmd_400706.111111l&__tn__=C-R,False,,,,,,,True,,,,,,,,,5101346979918645,['5101346979918645'],False
5090101744376502,Check out our new site guys please like and share!!!,Check out our new site guys please like and share!!!,,,2022-05-27 17:34:00,,https://www.heritagesleepconcepts.com/uploads/1/3/2/1/132156336/georgia-made-logo_orig.jpg,https://external-sea1-1.xx.fbcdn.net/safe_image.php?w=441&h=230&url=https%3A%2F%2Fwww.heritagesleepconcepts.com%2Fuploads%2F1%2F3%2F2%2F1%2F132156336%2Fgeorgia-made-logo_orig.jpg&cfs=1&jq=75&ext=jpg&utld=heritagesleepconcepts.com&_nc_oe=704e4&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQEP-CcoHfnYOhAl,['https://www.heritagesleepconcepts.com/uploads/1/3/2/1/132156336/georgia-made-logo_orig.jpg'],[],['https://external-sea1-1.xx.fbcdn.net/safe_image.php?w=441&h=230&url=https%3A%2F%2Fwww.heritagesleepconcepts.com%2Fuploads%2F1%2F3%2F2%2F1%2F132156336%2Fgeorgia-made-logo_orig.jpg&cfs=1&jq=75&ext=jpg&utld=heritagesleepconcepts.com&_nc_oe=704e4&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQEP-CcoHfnYOhAl'],[None],,,,,,,,,,0,0,0,https://facebook.com/john.cowan.79219/posts/5090101744376502,https://www.heritagesleepconcepts.com/?fbclid=IwAR13r0t2REAr510Yz_rvWXu2_EXlSe-6vfqo3Tp2iAMKEINVNcoI_LNKKJM,[],100001301817040,John Cowan,https://facebook.com/john.cowan.79219?lst=100006565235294%3A100001301817040%3A1655626575&refid=17&_ft_=qid.-6130044574137507593%3Amf_story_key.5090101744376502%3Atop_level_post_id.5090101744376502%3Atl_objid.5090101744376502%3Acontent_owner_id_new.100001301817040%3Aoriginal_content_id.10222852103584908%3Aoriginal_content_owner_id.1046239140%3Athrowback_story_fbid.5090101744376502%3Astory_location.4%3Aattached_story_attachment_style.share%3Asty.22%3Aapp_id.6628568379%3Aattached_story_type.EntStatusCreationStory%3Aattached_story_attachment_type.ExternalShareAttachment%3Apos.1%3Aprofile_id.100001301817040%3Aprofile_relationship_type.6%3Aactrs.100001301817040%3Athid.100001301817040%3A306061129499414%3A2%3A0%3A1656658799%3A777761930949993310%3A%3A%3Aftmd_400706.111111l&__tn__=C-R,False,,10222852103584908,2022-05-27 17:33:00,1046239140,Frankie Beck,https://facebook.com/story.php?story_fbid=10222852103584908&id=1046239140,True,,,,,,"[{'name': 'Frankie Beck', 'link': '/frankie.beck?refid=17&_ft_=qid.-6130044574137507593%3Amf_story_key.5090101744376502%3Atop_level_post_id.5090101744376502%3Atl_objid.5090101744376502%3Acontent_owner_id_new.100001301817040%3Aoriginal_content_id.10222852103584908%3Aoriginal_content_owner_id.1046239140%3Athrowback_story_fbid.5090101744376502%3Astory_location.4%3Aattached_story_attachment_style.share%3Asty.22%3Aapp_id.6628568379%3Aattached_story_type.EntStatusCreationStory%3Aattached_story_attachment_type.ExternalShareAttachment%3Apos.1%3Aprofile_id.100001301817040%3Aprofile_relationship_type.6%3Aactrs.100001301817040%3Athid.100001301817040%3A306061129499414%3A2%3A0%3A1656658799%3A777761930949993310%3A%3A%3Aftmd_400706.111111l&__tn__=CH-R'}]",,,,[],False
